latitude,longitude,value,date
-6.0,106.25,4.636454,20210101
-6.0,106.25,4.96464,20210201
-6.0,106.25,3.6415908,20210301
-6.0,106.25,3.2658324,20210401
-6.0,106.25,3.4101233,20210501
-6.0,106.25,3.139845,20210601
-6.0,106.25,3.4606204,20210701
-6.0,106.25,3.451676,20210801
-6.0,106.25,3.4176192,20210901
-6.0,106.25,3.066809,20211001
-6.0,106.25,4.665903,20211101
-6.0,106.25,4.0040736,20211201
-6.0,106.25,4.078876,20220101
-6.0,106.25,4.217412,20220201
-6.0,106.25,4.473202,20220301
-6.0,106.25,3.9096088,20220401
-6.0,106.25,3.0053253,20220501
-6.0,106.25,3.000655,20220601
-6.0,106.25,3.336829,20220701
-6.0,106.25,2.7951586,20220801
-6.0,106.25,3.1458836,20220901
-6.0,106.25,4.2086253,20221001
-6.0,106.25,4.6341257,20221101
-6.0,106.25,4.6899123,20221201
-6.0,106.25,5.1155834,20230101
-6.0,106.25,4.9172697,20230201
-6.0,106.25,3.498444,20230301
-6.0,106.25,3.0057693,20230501
-6.0,106.25,2.9053931,20230601
-6.0,106.875,4.2023005,20200101
-6.0,106.875,4.114778,20200201
-6.0,106.875,3.2292159,20200301
-6.0,106.875,3.3055923,20200401
-6.0,106.875,3.5926592,20200501
-6.0,106.875,4.264642,20200601
-6.0,106.875,4.2631507,20200701
-6.0,106.875,4.538915,20200801
-6.0,106.875,3.8299425,20200901
-6.0,106.875,3.5402725,20201001
-6.0,106.875,3.7103765,20201101
-6.0,106.875,5.88897,20201201
-6.0,106.875,4.9751444,20210101
-6.0,106.875,5.4289002,20210201
-6.0,106.875,3.7658937,20210301
-6.0,106.875,3.256387,20210401
-6.0,106.875,3.8969603,20210501
-6.0,106.875,3.3813603,20210601
-6.0,106.875,3.93952,20210701
-6.0,106.875,4.209999,20210801
-6.0,106.875,4.0583425,20210901
-6.0,106.875,2.8575258,20211001
-6.0,106.875,4.192365,20211101
-6.0,106.875,3.983801,20211201
-6.0,106.875,4.3650584,20220101
-6.0,106.875,4.1869226,20220201
-6.0,106.875,4.1379433,20220301
-6.0,106.875,3.4445038,20220401
-6.0,106.875,2.9452078,20220501
-6.0,106.875,3.023795,20220601
-6.0,106.875,3.8705585,20220701
-6.0,106.875,3.5004601,20220801
-6.0,106.875,3.0349333,20220901
-6.0,106.875,3.5696335,20221001
-6.0,106.875,4.09016,20221101
-6.0,106.875,4.551698,20221201
-6.0,106.875,5.124401,20230101
-6.0,106.875,5.276687,20230201
-6.0,106.875,3.5827556,20230301
-6.0,106.875,3.3843362,20230501
-6.0,106.875,3.4428942,20230601
-6.0,107.5,4.688701,20200101
-6.0,107.5,4.520338,20200201
-6.0,107.5,3.3014557,20200301
-6.0,107.5,3.4453826,20200401
-6.0,107.5,3.8086555,20200501
-6.0,107.5,4.9407735,20200601
-6.0,107.5,5.2935967,20200701
-6.0,107.5,5.523714,20200801
-6.0,107.5,4.6002445,20200901
-6.0,107.5,4.025268,20201001
-6.0,107.5,3.6615899,20201101
-6.0,107.5,6.294326,20201201
-6.0,107.5,5.6629868,20210101
-6.0,107.5,5.9616733,20210201
-6.0,107.5,4.023419,20210301
-6.0,107.5,3.4057882,20210401
-6.0,107.5,4.3593345,20210501
-6.0,107.5,3.7510872,20210601
-6.0,107.5,4.6315117,20210701
-6.0,107.5,5.107145,20210801
-6.0,107.5,4.9451923,20210901
-6.0,107.5,3.083442,20211001
-6.0,107.5,4.044713,20211101
-6.0,107.5,4.1921096,20211201
-6.0,107.5,4.9516225,20220101
-6.0,107.5,4.3900576,20220201
-6.0,107.5,3.9120734,20220301
-6.0,107.5,3.0116463,20220401
-6.0,107.5,3.03864,20220501
-6.0,107.5,3.0829854,20220601
-6.0,107.5,4.716827,20220701
-6.0,107.5,4.545042,20220801
-6.0,107.5,3.5711737,20220901
-6.0,107.5,3.277564,20221001
-6.0,107.5,3.8495936,20221101
-6.0,107.5,4.525584,20221201
-6.0,107.5,5.3662667,20230101
-6.0,107.5,5.975157,20230201
-6.0,107.5,3.7983065,20230301
-6.0,107.5,4.458205,20230501
-6.0,107.5,4.45714,20230601
-6.0,108.125,5.1647763,20200101
-6.0,108.125,4.994981,20200201
-6.0,108.125,3.436786,20200301
-6.0,108.125,3.2745082,20200401
-6.0,108.125,3.8759005,20200501
-6.0,108.125,5.2455955,20200601
-6.0,108.125,5.9048777,20200701
-6.0,108.125,5.9795084,20200801
-6.0,108.125,5.568382,20200901
-6.0,108.125,4.506857,20201001
-6.0,108.125,3.5791166,20201101
-6.0,108.125,6.772458,20201201
-6.0,108.125,6.318105,20210101
-6.0,108.125,6.733143,20210201
-6.0,108.125,3.948853,20210301
-6.0,108.125,3.6336784,20210401
-6.0,108.125,4.492433,20210501
-6.0,108.125,3.886936,20210601
-6.0,108.125,5.104328,20210701
-6.0,108.125,5.883475,20210801
-6.0,108.125,5.6453834,20210901
-6.0,108.125,3.8687403,20211001
-6.0,108.125,3.551601,20211101
-6.0,108.125,4.1097198,20211201
-6.0,108.125,5.480512,20220101
-6.0,108.125,4.858289,20220201
-6.0,108.125,3.763038,20220301
-6.0,108.125,2.7022033,20220401
-6.0,108.125,3.1197407,20220501
-6.0,108.125,3.3226588,20220601
-6.0,108.125,5.2867355,20220701
-6.0,108.125,5.2688837,20220801
-6.0,108.125,4.189124,20220901
-6.0,108.125,3.3724391,20221001
-6.0,108.125,3.6533003,20221101
-6.0,108.125,4.459142,20221201
-6.0,108.125,5.7039886,20230101
-6.0,108.125,6.907524,20230201
-6.0,108.125,3.9137802,20230301
-6.0,108.125,4.972318,20230501
-6.0,108.125,5.177633,20230601
-5.5,106.25,4.1779814,20200101
-5.5,106.25,4.4788275,20200201
-5.5,106.25,3.1782632,20200301
-5.5,106.25,3.1121404,20200401
-5.5,106.25,3.589898,20200501
-5.5,106.25,4.056031,20200601
-5.5,106.25,4.197998,20200701
-5.5,106.25,4.1676292,20200801
-5.5,106.25,3.5886676,20200901
-5.5,106.25,3.6356692,20201001
-5.5,106.25,3.9477098,20201101
-5.5,106.25,5.437207,20201201
-5.5,106.25,4.836491,20210101
-5.5,106.25,5.4688554,20210201
-5.5,106.25,3.5459595,20210301
-5.5,106.25,3.2575798,20210401
-5.5,106.25,3.7085333,20210501
-5.5,106.25,3.252048,20210601
-5.5,106.25,3.8856666,20210701
-5.5,106.25,4.032987,20210801
-5.5,106.25,3.777093,20210901
-5.5,106.25,2.92593,20211001
-5.5,106.25,4.366224,20211101
-5.5,106.25,3.779115,20211201
-5.5,106.25,4.067863,20220101
-5.5,106.25,3.8392942,20220201
-5.5,106.25,4.187207,20220301
-5.5,106.25,3.9324837,20220401
-5.5,106.25,2.9025114,20220501
-5.5,106.25,3.0820088,20220601
-5.5,106.25,3.8290734,20220701
-5.5,106.25,3.1758595,20220801
-5.5,106.25,3.0981226,20220901
-5.5,106.25,4.1437078,20221001
-5.5,106.25,4.6307106,20221101
-5.5,106.25,4.686359,20221201
-5.5,106.25,5.1725183,20230101
-5.5,106.25,4.6929846,20230201
-5.5,106.25,3.3056016,20230301
-5.5,106.25,3.446861,20230501
-5.5,106.25,3.2802713,20230601
-5.5,106.875,4.5756454,20200101
-5.5,106.875,4.699889,20200201
-5.5,106.875,3.2711492,20200301
-5.5,106.875,3.1396961,20200401
-5.5,106.875,3.7585104,20200501
-5.5,106.875,4.6856112,20200601
-5.5,106.875,5.0089903,20200701
-5.5,106.875,5.04225,20200801
-5.5,106.875,4.0374103,20200901
-5.5,106.875,3.6391494,20201001
-5.5,106.875,3.9234586,20201101
-5.5,106.875,6.167978,20201201
-5.5,106.875,5.440576,20210101
-5.5,106.875,6.0504313,20210201
-5.5,106.875,3.8734343,20210301
-5.5,106.875,3.241594,20210401
-5.5,106.875,4.0720463,20210501
-5.5,106.875,3.5472,20210601
-5.5,106.875,4.4229913,20210701
-5.5,106.875,4.780256,20210801
-5.5,106.875,4.3778205,20210901
-5.5,106.875,2.6976051,20211001
-5.5,106.875,4.3375998,20211101
-5.5,106.875,4.1802936,20211201
-5.5,106.875,4.649776,20220101
-5.5,106.875,4.1288996,20220201
-5.5,106.875,4.257771,20220301
-5.5,106.875,3.6216426,20220401
-5.5,106.875,2.8232615,20220501
-5.5,106.875,3.1555114,20220601
-5.5,106.875,4.405092,20220701
-5.5,106.875,3.9460142,20220801
-5.5,106.875,3.0427265,20220901
-5.5,106.875,3.5716176,20221001
-5.5,106.875,4.286659,20221101
-5.5,106.875,4.8165064,20221201
-5.5,106.875,5.7159204,20230101
-5.5,106.875,5.540871,20230201
-5.5,106.875,3.7012894,20230301
-5.5,106.875,4.079964,20230501
-5.5,106.875,3.92008,20230601
